F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,sidx,sN,syl_pos,syl_open_closed
368.3038669510941,707.2330258070247,1501.539277371483,1.2704720246529078,3.4152924988608957,4.5030947748293295,3000.0,0.0009945864417159,0.732375,0.037,0.324561403508772,0-0-1-1,IY0,common_voice_cv_27584701,group_0,1,fave,356.6930928112488,86.51873454430557,5,киле,0,0.09,,мӗнле,K,L,K,L,internal,,,,
275.10370742223245,504.7140521754871,1335.4305110549317,2.449933964061872,2.6374394006431445,3.933682059087917,3000.0,0.0024919219671713,1.314375,0.041,0.3306451612903226,0-0-3-1,IY0,common_voice_cv_27584701,group_0,1,fave,263.84288438981764,72.61369098063395,5,ҫитмеллине,0,0.0999999999999998,мӗнле,ыйтса,ɕ,T,ɕ,T,internal,,,,
311.55568475301294,810.0790365168307,1717.503901010614,3.248972982498374,3.673734021600643,4.016827229113008,3897.4358974358975,0.0001283460466889,0.987375,0.027,0.3214285714285714,0-0-2-1,EH0,common_voice_cv_27584701,group_0,1,fave,290.9263434890077,84.80228136245154,5,мӗнле,0,0.06,киле,ҫитмеллине,M,N,M,N,internal,,,,
419.1917383141197,567.8185824492411,1456.02989478181,4.403249426105888,2.958049360908011,3.718343506262272,3538.4615384615386,0.000595175506282,2.251375,0.035,0.3365384615384615,0-0-5-1,EH0,common_voice_cv_27584701,group_0,1,fave,283.1812458994624,84.4520462640577,5,пӗлсех,0,0.0799999999999996,ыйтса,ҫула,P,L,P,L,internal,,,,
324.5003197475968,660.5377440034998,1570.0535360415297,2.0040807243131664,2.6412347853920357,3.953371983967737,3000.0,0.0001194934757562,1.151375,0.035,0.3365384615384615,0-0-2-4,EY1,common_voice_cv_27584701,group_0,1,fave,313.5304786785107,85.9632202664572,5,мӗнле,1,0.08,киле,ҫитмеллине,L,#,L,ɕ,final,,,,
406.9908925610495,667.002033219268,2221.918540376725,2.664701583028742,3.456517492522281,4.111084357749656,3538.4615384615386,0.0008106478676861,1.769375,0.031,0.3297872340425531,0-0-3-8,EY1,common_voice_cv_27584701,group_0,1,fave,288.570370989999,76.96763453898343,5,ҫитмеллине,1,0.07,мӗнле,ыйтса,N,#,N,IX0,final,,,,
347.45270454599745,697.3087879827473,1480.1599303360454,2.943441964585556,2.08852824271635,3.582061137112853,3000.0,7.52214585582e-05,2.462375,0.037,0.324561403508772,0-0-5-4,EY1,common_voice_cv_27584701,group_0,1,fave,351.4226804809679,83.61189058673988,5,пӗлсех,1,0.0899999999999998,ыйтса,ҫула,S,χ,S,χ,internal,,,,
522.8005805715409,792.6502509660392,1587.5022577324194,2.680363985039608,3.495783557386765,3.369333055281853,3000.0,0.0003260317130111,2.102375,0.037,0.324561403508772,0-0-4-4,AA1,common_voice_cv_27584701,group_0,1,fave,264.89358426307496,84.32635068039687,5,ыйтса,1,0.0900000000000003,ҫитмеллине,пӗлсех,S,#,S,P,final,,,,
485.1874675709947,637.2695254631731,1214.7476950210255,3.1592489532569346,3.089324947285633,3.4547640227100405,3000.0,0.0038965770848474,2.849375,0.051,0.3311688311688312,0-0-6-3,AA1,common_voice_cv_27584701,group_0,1,fave,206.350736186462,82.60328079474925,5,ҫула,1,0.1299999999999999,пӗлсех,тухнӑ,L,#,L,T,final,,,,
380.21994528512585,503.3678602937062,1677.6576746276191,4.083654539028429,2.9296617904863504,4.283283579343065,3717.948717948718,0.0015539173031595,2.751375,0.035,0.3365384615384615,0-0-6-1,UW0,common_voice_cv_27584701,group_0,1,fave,240.6854158311468,79.15296143680143,5,ҫула,0,0.0799999999999996,пӗлсех,тухнӑ,ɕ,L,ɕ,L,internal,,,,
452.04198219468674,1252.0321484021777,3218.776310905252,2.723552949993452,3.2997762545492324,4.429682562879963,7128.205128205128,4.30302048132e-05,3.0373749999999995,0.027,0.3214285714285714,0-0-7-1,UW1,common_voice_cv_27584701,group_0,1,fave,207.0241712733166,80.99177364425499,5,тухнӑ,1,0.06,ҫула,вӑл,T,χ,T,χ,internal,,,,
407.1897161021288,845.7010646438657,1355.8369173292544,3.461593194948497,3.621387696484232,3.863699526799015,6051.282051282051,0.0004618625698923,3.252375,0.037,0.324561403508772,0-0-7-4,AH0,common_voice_cv_27584701,group_0,1,fave,209.4848441865178,76.39895373686484,5,тухнӑ,0,0.0899999999999998,ҫула,вӑл,N,#,N,V,final,,,,
400.4768331535416,633.608121925562,997.0245589556408,2.518890785665033,2.70208497959482,3.001140356463665,3179.48717948718,0.0002036007555363,3.387375,0.047,0.3263888888888889,0-0-8-1,AH2,common_voice_cv_27584701,group_0,1,fave,206.9765543631328,80.19071022720442,5,вӑл,2,0.1200000000000001,тухнӑ,,V,L,V,L,internal,,,,
