common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.11285714285714286,1,172.73676916840793,69.8000662367884,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.22571428571428573,2,171.64339471038505,77.1637522754058,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.3385714285714286,3,170.52885816607784,60.5313845006875,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.45142857142857146,4,169.41432162177065,62.49468849333572,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.5642857142857143,5,168.29978507746347,70.54082201866035,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.6771428571428572,6,167.18524853315625,73.30482947715842,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.79,7,166.07071198884907,72.11107947538287,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,0.9028571428571429,8,164.95617544454186,71.60386402694131,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.0157142857142858,9,170.36975297557473,66.6794606547991,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.1285714285714286,10,192.92204793687807,72.43364257609487,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.2414285714285713,11,187.36976913680735,73.8193842566525,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.354285714285714,12,181.81749033673663,43.78198391368257,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.4671428571428569,13,176.2652115366659,74.7003405731306,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.5799999999999996,14,170.71293273659515,70.20008464530724,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.6928571428571424,15,165.16065393652443,70.06765662678895,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.8057142857142852,16,159.60837513645367,52.49795988128869,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,1.918571428571428,17,154.05609633638295,78.39071393130716,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,2.0314285714285707,18,148.50381753631223,67.52806733565944,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,2.1442857142857137,19,142.95153873624147,60.78948102458717,2.37,1,1
common_voice_cv_17333693,common_voice_cv_17333693,0.37,2.74,2.2571428571428567,20,137.39925993617075,67.94689337694095,2.37,1,1
common_voice_cv_17333694,common_voice_cv_17333694,0.44,3.04,0.12380952380952381,1,190.5604520841149,65.49366040636025,2.6,1,1
common_voice_cv_17333694,common_voice_cv_17333694,0.44,3.04,0.24761904761904763,2,224.0125157989498,81.19174635815307,2.6,1,1
