F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,phon_stress,sidx,sN,syl_pos,syl_open_closed
463.47002010386,802.1076112657656,1276.1759633578818,3.6135641518985686,2.8168569419704705,4.12382239593875,3179.48717948718,0.0018547299535531,1.204375,0.041,0.3306451612903227,0-0-2-1,AA,common_voice_cv_32519897,group_0,1,fave,258.1286828612701,80.70325571103028,2,V.'AAR.AA,0.1,spn,S.AAM.'AAJ.AAHH,V,R,V,R,internal,0,1,2,initial,open
503.2389683438151,719.9357268710058,1390.865837821167,3.581006858690964,3.4892788325229867,4.755151150727076,3179.48717948718,0.0053046339898015,1.312375,0.037,0.324561403508772,0-0-2-3,AA,common_voice_cv_32519897,group_0,1,fave,223.2463593135422,80.38532905195589,2,V.'AAR.AA,0.0899999999999998,spn,S.AAM.'AAJ.AAHH,R,#,R,S,final,1,2,2,final,open
539.7710038547251,778.9861877506096,1405.0557824862897,3.692753994239633,3.517368602956608,4.431792554539951,3179.48717948718,7.13962183649e-05,1.536375,0.025,0.3378378378378379,0-0-3-1,AA,common_voice_cv_32519897,group_0,1,fave,233.7685202741714,80.87409495923251,2,S.AAM.'AAJ.AAHH,0.05,V.'AAR.AA,S.UWR.'AANL.AAN.AH,S,M,S,M,internal,0,1,3,initial,open
446.59397663117153,856.5983327718687,1241.770383876459,3.095787724420804,2.824994275791992,3.8999949557834657,3179.48717948718,0.0001679798761934,1.677375,0.027,0.3214285714285714,0-0-3-3,AA,common_voice_cv_32519897,group_0,1,fave,216.95842089595,78.8967218983892,2,S.AAM.'AAJ.AAHH,0.06,V.'AAR.AA,S.UWR.'AANL.AAN.AH,M,J,M,J,internal,0,2,3,med,open
439.5138030884512,847.0158878821492,1902.100326130521,3.4496851053294875,3.292761623585131,3.497934864060054,3897.4358974358975,0.0002384748238359,1.7973750000000002,0.027,0.3214285714285714,0-0-3-5,AA,common_voice_cv_32519897,group_0,1,fave,221.0563766926567,78.33793353032111,2,S.AAM.'AAJ.AAHH,0.06,V.'AAR.AA,S.UWR.'AANL.AAN.AH,J,HH,J,HH,internal,1,3,3,final,closed
401.28667800716,502.2664700393297,1043.5836090607377,4.098742021714646,2.487297162224673,3.82482597897975,3358.974358974359,0.0010801043753365,2.0213749999999995,0.0349999999999999,0.3365384615384615,0-0-4-1,UW,common_voice_cv_32519897,group_0,1,fave,241.06426083038104,81.14430878886259,2,S.UWR.'AANL.AAN.AH,0.08,S.AAM.'AAJ.AAHH,'P.UWLN.AH,S,R,S,R,internal,0,1,4,initial,open
464.7069030415708,783.2334824202584,1423.2066346534527,3.4537677133537703,3.513498629502392,3.6417971672804095,3358.974358974359,0.0002383728973579,2.112375,0.037,0.324561403508772,0-0-4-3,AA,common_voice_cv_32519897,group_0,1,fave,230.851115683539,81.6556414817887,2,S.UWR.'AANL.AAN.AH,0.0899999999999998,S.AAM.'AAJ.AAHH,'P.UWLN.AH,R,N,R,N,internal,0,2,4,med,closed
430.56640048201433,823.6605391256564,1103.0737587400515,3.55578606622592,2.941325797620835,4.08645609509759,3179.48717948718,0.000390499607518,2.342375,0.037,0.324561403508772,0-0-4-6,AA,common_voice_cv_32519897,group_0,1,fave,204.2345360184965,76.09097184639724,2,S.UWR.'AANL.AAN.AH,0.0899999999999998,S.AAM.'AAJ.AAHH,'P.UWLN.AH,L,N,L,N,internal,1,3,4,med,open
467.1029791886676,811.7183787961162,1401.4749289338415,3.3142439752688344,3.228426476014012,2.6010049608472925,4256.410256410256,2.00334443943e-05,2.556375,0.025,0.3378378378378379,0-0-4-8,AH,common_voice_cv_32519897,group_0,1,fave,202.67413947723844,73.90054595726168,2,S.UWR.'AANL.AAN.AH,0.0500000000000002,S.AAM.'AAJ.AAHH,'P.UWLN.AH,N,#,N,P,final,0,4,4,final,open
539.3310717439681,944.8594596594504,3566.9143063491997,2.999259397102302,2.965021835320507,4.525946340536771,6051.282051282051,0.0002946295101627,2.699375,0.051,0.3311688311688312,0-0-5-1,UW,common_voice_cv_32519897,group_0,1,fave,204.70651178276088,74.02273723107548,2,'P.UWLN.AH,0.1299999999999999,S.UWR.'AANL.AAN.AH,,P,L,P,L,internal,1,1,2,initial,closed
450.6933556686502,831.1294043342494,1400.5750690527452,3.3197659502863326,3.6633574336883448,3.535769319144665,3897.4358974358975,0.0087179610817852,2.926375,0.045,0.335820895522388,0-0-5-4,AH,common_voice_cv_32519897,group_0,1,fave,211.3535060914037,69.26344473977382,2,'P.UWLN.AH,0.1099999999999998,S.UWR.'AANL.AAN.AH,,N,#,N,,final,0,2,2,final,open
